DIGNIDAD_CODIGO;OP_CODIGO;CANDIDATO_CODIGO;CANDIDATO_ORDEN;CANDIDATO_PROVINCIA_CODIGO;CANDIDATO_CANTON_CODIGO;CANDIDATO_PARROQUIA_CODIGO;CANDIDATO_NOMBRE;CANDIDATO_SEXO;CANDIDATO_EDAD_EXACTA;CANDIDATO_GRUPOS_DE_EDAD;SUPLENTE_NOMBRE.1;SUPLENTE_SEXO.1;SUPLENTE_EDAD_EXACTA.1;SUPLENTE_GRUPOS_DE_EDAD.1;SUPLENTE_NOMBRE.2;SUPLENTE_SEXO.2;SUPLENTE_EDAD_EXACTA.2;SUPLENTE_GRUPOS_DE_EDAD.2
5;24;5062250000028;1;6;225;0;ROSERO HARO GERARDO PIO;1;40,1671232876712;2;VELASTEGUI CAZCO BETHI PATRICIA;2;31,6383561643836;2; ; ; ; 
5;24;5062250000029;2;6;225;0;RODRIGUEZ INCA CARMEN SUSANA;2;30,775956284153;2;ERAZO PUSAY GLADIS IMELDA;2;32,8958904109589;2; ; ; ; 
5;24;5062250000030;3;6;225;0;BALSECA BECERRA MECIAS JOEL;1;34,792349726776;2;INCA BUNAY FLAVIO GILBERTO;1;34,4180327868852;2; ; ; ; 
5;60000000043;5062250000031;1;6;225;0;OLIVO GAVIDIA MEDARDO ALCIDES;1;35,4520547945205;2;MORENO ESPINOZA JUAN CESAR;1;44,9287671232877;2; ; ; ; 
5;60000000043;5062250000032;2;6;225;0;SANCHEZ CUADRADO NORMINA ELIZABETH;2;25,1397260273973;1;SAMANIEGO QUISHPE ROSA CARMELINA;2;37,6383561643836;2; ; ; ; 
5;60000000043;5062250000033;3;6;225;0;ROMAN PEREZ JOSE MANUEL;1;57,8032786885246;3;NARANJO RIVERA HOLGER MARCELO;1;25,7452054794521;1; ; ; ; 
5;1;5068300000001;1;6;830;0;SAENZ RAMOS MANUEL MARIA;1;46,9534246575342;3;RAMIREZ CASIGNIA GUIDO MANUEL;1;39,8356164383562;2; ; ; ; 
5;1;5068300000002;2;6;830;0;GRANIZO MONCAYO CARMEN ELENA;2;50,0901639344262;3;MARQUEZ ALTAMIRANO MARIA MERCEDES;2;24,3205479452055;1; ; ; ; 
5;1;5068300000003;3;6;830;0;VALENCIA DEL PINO JORGE FERNANDO;1;57,8333333333333;3;ANILEMA ATUPANA PEDRO;1;47,2246575342466;3; ; ; ; 
5;3;5068300000004;1;6;830;0;PINTO TORRES MILTON ERNESTO;1;46,0546448087432;3;MACIAS VELEZ JOVITA AGRIPINA;2;43,5917808219178;2; ; ; ; 
5;3;5068300000005;2;6;830;0;MONTENEGRO ROVALINO VICENTE GUILLERMO;1;44,7479452054795;2;GUADALUPE SALTOS JOSE HUMBERTO;1;48,0082191780822;3; ; ; ; 
5;3;5068300000006;3;6;830;0;BORJA IZURIETA NIDIA NARCISA;2;37,0219178082192;2;YEPEZ CEVALLOS CELSO EUSTORGIO;1;73,5506849315069;4; ; ; ; 
5;5;5068300000007;1;6;830;0;FIALLO OLMEDO CESAR IGNACIO;1;31,3424657534247;2;GRANIZO OROZCO FRANKLIN GALO;1;32,8821917808219;2; ; ; ; 
5;5;5068300000008;2;6;830;0;VICUNA CAGUANA ANGEL BENIGNO;1;33,227397260274;2;UQUILLAS PAGUAY DANIEL RIGOBERTO;1;34,4699453551913;2; ; ; ; 
5;5;5068300000009;3;6;830;0;HEREDIA CASCO DINA LUCRECIA;2;25,158904109589;1;PACHECO TOABANDA DOLORES NARCISA;2;20,586301369863;1; ; ; ; 
5;6;5068300000010;1;6;830;0;TOMSICH TOLEDO CARLOS ALBERTO;1;42,207650273224;2;BRITO ZAVALA VICENTE TRAJANO;1;57,9508196721311;3; ; ; ; 
5;6;5068300000011;2;6;830;0;RECUENCO LOPEZ SENOVIA GUILLERMINA;2;40,0575342465753;2;FIALLO ROMERO CARMEN MARIA ANTONIA;2;46,986301369863;3; ; ; ; 
5;6;5068300000012;3;6;830;0;ROVALINO SANCHEZ CELSO LEOPOLDO;1;41,7808219178082;2;GUAMAN CAGUANA LUIS MEDARDO;1;38,7267759562842;2; ; ; ; 
5;7;5068300000013;1;6;830;0;REYES ROSERO JAVIER RAFAEL;1;48,1260273972603;3;ROJAS GAVILANES MARIA ELENA;2;38,172131147541;2; ; ; ; 
5;7;5068300000014;2;6;830;0;RECUENCO ORTIZ MAYRA PATRICIA;2;20,9260273972603;1;GUARACA YUNGAN DOLORES NARCISA;2;27,0301369863014;1; ; ; ; 
5;7;5068300000015;3;6;830;0;AREVALO MATA ELICEO RODOLFO;1;62,9479452054794;3;PAGUAY GUAMAN MARCO ANIBAL;1;27,0684931506849;1; ; ; ; 
5;10;5068300000016;1;6;830;0;FLOR RODRIGUEZ EDISON VICENTE;1;61,4767123287671;3;BUNAY SINCHI LUIS GONZALO;1;37,9617486338798;2; ; ; ; 
5;10;5068300000017;2;6;830;0;MORENO YEPEZ FRANCISCA ELIZABETH;2;39,6657534246575;2;LOPEZ ALMENDARIZ ROSALIA JAQUELINE;2;29,3479452054795;1; ; ; ; 
5;10;5068300000018;3;6;830;0;TORRES LEMA MARCO RAMIRO;1;29,9672131147541;1;MATUTE JARRIN ILARIO MANUEL;1;49,9972677595628;3; ; ; ; 
5;12;5068300000019;1;6;830;0;HARO GAVIDIA JUANA CARLOTA;2;37,7561643835616;2;HIDALGO BARELA JOHANNA VERONICA;2;20,4109589041096;1; ; ; ; 
5;12;5068300000020;2;6;830;0;BORJA IZURIETA PABLO HERMINIO;1;41,4904109589041;2;CALDERON BALSECA MARIO HERNAN;1;27,958904109589;1; ; ; ; 
5;12;5068300000021;3;6;830;0;CHAVEZ MEJIA SERGIO DAVID;1;38,4043715846995;2;PINTA CANDO JUAN;1;44,5643835616438;2; ; ; ; 
5;15;5068300000022;1;6;830;0;MACAS HIDALGO JORGE EDUARDO;1;36,3698630136986;2;ESTEVEZ DAVILA JOSE DELFIN;1;43,1671232876712;2; ; ; ; 
5;15;5068300000023;2;6;830;0;GUAILLA GUZNAY LUIS;1;52,5260273972603;3;GAVILANES TENEMAZA FREDDY ROBERTO;1;21,1232876712329;1; ; ; ; 
5;15;5068300000024;3;6;830;0;BONIFAZ RAMOS MIRIAM JEANETT;2;31,1287671232877;2;ARIAS SILVA JENNY MONSERRATH;2;28,7232876712329;1; ; ; ; 
5;18;5068300000025;1;6;830;0;SHIGLA YUQUILEMA JOSE MANUEL;1;46,8986301369863;3;VIMOS YASACA ALBERTO;1;33,8;2; ; ; ; 
5;18;5068300000026;2;6;830;0;CHAVEZ EUFEMIA MARIA;2;37,2794520547945;2;LEMA PALA PABLO NOLBERTO;1;39,3753424657534;2; ; ; ; 
5;18;5068300000027;3;6;830;0;PAUCAR SAGNAY SEGUNDO PEDRO;1;47,041095890411;3;QUISHPE PARCO MARIA CARMEN;2;25,1972602739726;1; ; ; ; 
5;60000000043;5068300000028;1;6;830;0;ORDONEZ OBANDO JOSE ANIBAL;1;50,9945205479452;3;GUALLI CARDENAS DAILE MEDARDO;1;51,1780821917808;3; ; ; ; 
5;60000000043;5068300000029;2;6;830;0;RIOS QUINANCELA LOURDES FABIOLA;2;35,2904109589041;2;BORJA RIVERA GISELL BEATRIZ;2;26,0191256830601;1; ; ; ; 
5;60000000043;5068300000030;3;6;830;0;OROZCO TUFINO MELVIN LUIS;1;37,7561643835616;2;CUJILEMA BUNAY JOSE;1;41,5479452054795;2; ; ; ; 
5;1;5069000000001;1;6;900;0;MORALES CASTILLO EDUARDO ANIBAL;1;42,6639344262295;2;PARCO ARTEAGA EFRAIN GUALBERTO;1;46,2131147540984;3; ; ; ; 
5;1;5069000000002;2;6;900;0;MOREIRA ZAMBRANO PIEDAD TATIANA;2;31,7890410958904;2;ZAMBRANO LOOR LILIA VIRGINIA;2;39,6712328767123;2; ; ; ; 
5;1;5069000000003;3;6;900;0;ARGUDO MORA RODRIGO TELMO;1;23,8739726027397;1;AREVALO  ROMERO ANGEL MIGUEL;1;67,0849315068493;4; ; ; ; 
5;3;5069000000004;1;6;900;0;MEDINA BARROS JAIME EFRAIN;1;44,3095890410959;2;MARTINEZ MARTINEZ OSWALDO HUILFRIDO;1;44,0082191780822;2; ; ; ; 
5;3;5069000000005;2;6;900;0;RIERA CHIRIBOGA ANGEL ALBERTO;1;58,3934426229508;3;GRANIZO FLORES VICENTE CARLOS;1;55,2684931506849;3; ; ; ; 
5;3;5069000000006;3;6;900;0;CAGUATE CONRADO NANCY SUSANA;2;47,8191780821918;3;PORRAS BECERRA MARIA DELFINA;2;44,2219178082192;2; ; ; ; 
5;5;5069000000007;1;6;900;0;MORALES VALLEJO FRANKLIN ROLANDO;1;36,9671232876712;2;SAENZ YAURIPOMA MANUEL;1;35,4027397260274;2; ; ; ; 
5;5;5069000000008;2;6;900;0;FREIRE ALBAN GUILLERMINA OLIVA;2;24,8493150684932;1;MORA MURILLO BETHA NATIVIDAD;2;45,2109589041096;3; ; ; ; 
5;5;5069000000009;3;6;900;0;FLORES VALENCIA JAIME DANILO;1;33,7178082191781;2;ESPINOZA IBARRA ANGEL OLIVO;1;39,372602739726;2; ; ; ; 
5;6;5069000000010;1;6;900;0;MAQUIZACA BERMEO GORKY;1;46,4672131147541;3;GARZON MOLINA JOSE MARIA;1;43,2191780821918;2; ; ; ; 
5;6;5069000000011;2;6;900;0;MONTERO BUENANO ANA MERCEDES MARIA;2;37,0630136986301;2;PILCO MONTESDEOCA SILVIA JEANETT;2;35,4328767123288;2; ; ; ; 
5;6;5069000000012;3;6;900;0;GUERRA VELASCO RAUL EDUARDO;1;34,2677595628415;2;ORTIZ ZUMBA JUAN PEDRO;1;37,0547945205479;2; ; ; ; 
5;7;5069000000013;1;6;900;0;VELASTEGUI VASQUEZ JUAN FELIX;1;51,6602739726027;3;LARREA VEINTIMILLA WIMPER MANUEL;1;44,7068493150685;2; ; ; ; 
5;7;5069000000014;2;6;900;0;RUBIO ARTEAGA TAMAR XIMENA;2;35,9260273972603;2;TINIZARAY PINTADO IRMA MARIA;2;33,2794520547945;2; ; ; ; 
5;7;5069000000015;3;6;900;0;PENAFIEL MORA CLARA ELIZABETH;2;21,2054794520548;1;SEGARRA ORDONEZ LUIS GILBERTO;1;45,0246575342466;3; ; ; ; 
5;10;5069000000016;1;6;900;0;YANEZ AMBOYA NESTOR MEDARDO;1;49,413698630137;3;APOLO SILVA VICENTE BOLIVAR;1;39,9671232876712;2; ; ; ; 
5;10;5069000000017;2;6;900;0;HURTADO ORELLANA EDGAR PATRICIO;1;40,0821917808219;2;PEREZ VERDEZOTO JORGE EDILBERTO;1;32,013698630137;2; ; ; ; 
5;10;5069000000018;3;6;900;0;CALVOPINA GALLO LOURDES AZUCENA;2;25,1835616438356;1;RAMOS LEON NANCY GLORIA;2;27,3123287671233;1; ; ; ; 
5;12;5069000000019;1;6;900;0;CABRERA RIVERA CESAR RODOLFO;1;32,6109589041096;2;RIVAS PILOSO SEGUNDO HERMOGENES;1;28,3424657534247;1; ; ; ; 
5;12;5069000000020;2;6;900;0;MEDINA BONILLA MARIANA DE JESUS;2;37,4630136986301;2;FLORES MARQUEZ ANA BERTILDA;2;42,0355191256831;2; ; ; ; 
5;12;5069000000021;3;6;900;0;ABARCA PENAFIEL SEGUNDO GUILLERMO;1;55,7342465753425;3;PESANTEZ MONTESDEOCA ROSALIA DE LOS ANGELES;2;40,8109589041096;2; ; ; ; 
5;15;5069000000022;1;6;900;0;SALAZAR MACHADO PEDRO JESUS;1;45,2;3;VELASCO ENDARA JOSE AUGUSTO;1;58,4043715846995;3; ; ; ; 
5;15;5069000000023;2;6;900;0;BARAHONA MORENO WILSON NICOLAS;1;39,0986301369863;2;PILCO INCA GERMAN BOSCO;1;37,9098360655738;2; ; ; ; 
5;15;5069000000024;3;6;900;0;REINOSO ANCHUNDIA MARIA DOMINGA;2;38,3497267759563;2;FREIRE GONZALEZ EMILIA TRINIDAD;2;37,0493150684932;2; ; ; ; 
5;60000000043;5069000000025;1;6;900;0;BENALCAZAR YEPEZ JOSE FERNANDO;1;42,7158469945355;2;LARA SILVA EDISON RENAN;1;29,3945205479452;1; ; ; ; 
5;60000000043;5069000000026;2;6;900;0;PADILLA SANTILLAN LUIS ENRIQUE;1;31,9972602739726;2;MORALES LOPEZ DARWIN GEOVANNY;1;28,1342465753425;1; ; ; ; 
5;60000000043;5069000000027;3;6;900;0;LEMA CAGUANA MARIA JOSEFINA;2;41,041095890411;2;CARCHI LEMA ANA DEL ROCIO;2;27,0876712328767;1; ; ; ; 
5;70000000201;5073500000001;1;7;350;0;SERRANO PAZMINO SERGIO VLADIMIR;1;49,4958904109589;3;ORDONEZ ORTIZ LIDIA PATRICIA;2;42,6174863387978;2; ; ; ; 
5;70000000201;5073500000002;2;7;350;0;LARREA GALLEGOS JENNY ELIZABETH;2;50,9561643835616;3;ROMERO CRUZ NELSON ALEJANDRO;1;50,7431693989071;3; ; ; ; 
5;70000000201;5073500000003;3;7;350;0;DELGADO VERA BORIS BLADIMIR;1;29,5424657534247;1;ORELLANA YEPEZ DAYSIE ELIZABETH;2;22,5628415300546;1; ; ; ; 
5;70000000201;5073500000004;4;7;350;0;ARIAS PADILLA OSWALDO AMADOR;1;43,6054794520548;2;HUREL QUEVEDO JOSE ARTURO;1;53,5041095890411;3; ; ; ; 
5;70000000201;5073500000005;5;7;350;0;MASCOTE CRUZ DORA ELIZABETH;2;48,0575342465753;3;RIOFRIO MOCHA EDILMA NORALMA;2;23,4109589041096;1; ; ; ; 
5;70000000201;5073500000006;6;7;350;0;COELLO MONTEALEGRE RODRIGO ALFONSO;1;43,6904109589041;2;SERRANO BRAVO MARIA VERONICA;2;23,2739726027397;1; ; ; ; 
5;70000000202;5073500000007;1;7;350;0;REYES PALMA RAFAEL EDUARDO;1;50,6393442622951;3;ROMOLERQUX CHAVEZ ADALBERTO  SAUL;1;55,3643835616438;3; ; ; ; 
5;70000000202;5073500000008;2;7;350;0;YEPEZ BURBANO SARA CECILIA;2;37,6575342465753;2;MANTILLA YEPEZ PIERINA MAGDALENA;2;22,9260273972603;1; ; ; ; 
5;70000000202;5073500000009;3;7;350;0;JUMBO CABRERA MILTON ANTONIO;1;44,9698630136986;2;MACAY FRANKLIN MERRIMAN;1;52,9013698630137;3; ; ; ; 
5;70000000202;5073500000010;4;7;350;0;REYES VIVANCO CARMEN DEL ROCIO;2;27,9232876712329;1;CARVAJAL MARTINEZ BERTHA JEZEBEL;2;29,8524590163934;1; ; ; ; 
5;70000000202;5073500000011;5;7;350;0;DUARTE ASPIAZU CIRO FRANCISCO;1;48,9232876712329;3;ESPINOZA FIERRO GLUBIS ANDRES;1;32,3013698630137;2; ; ; ; 
5;70000000202;5073500000012;6;7;350;0;PAZMAY GALARZA BOLIVAR ENRIQUE;1;33,5150684931507;2;CALERO OLEAS ROBERT FRANCISCO;1;35,9643835616438;2; ; ; ; 
5;70000000203;5073500000013;1;7;350;0;ROSADO CEVALLOS JOSE RAMON EULOGIO;1;42,3360655737705;2;ROMAN ERRAEZ EDGAR ENRIQUE;1;39,6027397260274;2; ; ; ; 
5;70000000203;5073500000014;2;7;350;0;CASTRO HUGO;1;50,051912568306;3;CORTEZ PAZ PLUTARCO FORTUNATO;1;56,4876712328767;3; ; ; ; 
5;70000000203;5073500000015;3;7;350;0;CUESTA GONZALEZ FANNY LEONOR;2;55,641095890411;3;BALDEON ESPINOZA ADRIANA JUSTINA;2;39,8876712328767;2; ; ; ; 
5;70000000203;5073500000016;4;7;350;0;JIMENEZ CALVA ERLINDA CATALINA;2;51,413698630137;3;GRANDA VELAZQUEZ YENY DEL CARMEN;2;21,9098360655738;1; ; ; ; 
5;70000000203;5073500000017;5;7;350;0;CANGO PALADINES NORBERTO;1;56,9397260273973;3;GARCIA VERA ULBIO MONCERRATE;1;31,627397260274;2; ; ; ; 
5;70000000203;5073500000018;6;7;350;0;OLMEDO AVILA MANUEL EDUARDO;1;46,7650273224044;3;CARRION GALARZA RODRIGO ABEL;1;49,2739726027397;3; ; ; ; 
5;4;5073500000019;1;7;350;0;LEON LEON LUIS ALBERTO;1;63,4986301369863;3;HERRERA CHALACO GAMI HERMEL;1;42,9452054794521;2; ; ; ; 
5;4;5073500000020;2;7;350;0;GARAY VALDIVIEZO EVA MARIA;2;56,772602739726;3;BARREZUETA ENDARA MONICA ALEXANDRA;2;36,8191780821918;2; ; ; ; 
5;4;5073500000021;3;7;350;0;SANTILLAN PONCE JHONNY FERNANDO;1;36,5315068493151;2;VELEZ GONZALEZ OSWALDO OSCAR;1;37,8032786885246;2; ; ; ; 
5;4;5073500000022;4;7;350;0;MOSQUERA CARMEN ESPERANZA;2;40,7479452054795;2;COBA MACAS SHIRLEI RUTH;2;34,5136612021858;2; ; ; ; 
5;4;5073500000023;5;7;350;0;SOTOMAYOR AREVALO GALO RODRIGO;1;43,2657534246575;2;MEDINA ROMERO  VINICIO MARCO ANTONIO;1;32,786301369863;2; ; ; ; 
5;4;5073500000024;6;7;350;0;CARLIER SUAREZ MARIANA DE JESUS;2;30,4754098360656;2;FERNANDEZ HERRERA LETTY YOLANDA;2;39,0630136986301;2; ; ; ; 
5;5;5073500000025;1;7;350;0;JARAMILLO MOLINA MANUEL EDUARDO;1;42,8219178082192;2;GARCIA ESPINOZA MILTON EFRAIN;1;55,241095890411;3; ; ; ; 
5;5;5073500000026;2;7;350;0;CHIRIBOGA CRUZ ALICIA AZUCENA;2;40,8931506849315;2;CAAMANO ZAMBRANO ROSA MIRIAN;2;34,1612021857923;2; ; ; ; 
5;5;5073500000027;3;7;350;0;MARIDUENA VILLENA LUIS MARIO;1;42,103825136612;2;ARMIJOS CAPA ROSA MATILDE;2;48,6;3; ; ; ; 
5;5;5073500000028;4;7;350;0;OCHOA REYES MONICA DEL ROSARIO;2;23,2849315068493;1;SIMANCA COELLO INES MARIA;2;38,7950819672131;2; ; ; ; 
5;5;5073500000029;5;7;350;0;CORDOVA CABRERA BORYS ROGELIO;1;34,3251366120219;2;SOLANO DE LA SALA MONTEROS CESAR AUGUSTO;1;35,2328767123288;2; ; ; ; 
5;5;5073500000030;6;7;350;0;VELIZ AVENDANO PATRICIO ALBERTO;1;39,8958904109589;2;SISALIMA INGA WILSON GREGORIO;1;39,572602739726;2; ; ; ; 
5;6;5073500000031;1;7;350;0;HENRIQUEZ JAIME PATRICIA IVONNE;2;50,4836065573771;3;ARAY MENDOZA AIDA ROSA;2;50,6120218579235;3; ; ; ; 
5;6;5073500000032;2;7;350;0;MORA ARIAS MARIO LIZARDO;1;36,5068493150685;2;ESPINOZA SANTACRUZ CARLOS RAMON;1;36,6602739726027;2; ; ; ; 
5;6;5073500000033;3;7;350;0;CHALEN ECHEVERRIA DELIA MARIA FILOMENA;2;39,3671232876712;2;MOLINA VELEZ EDDIGIA DEL ROSARIO;2;40,4246575342466;2; ; ; ; 
5;6;5073500000034;4;7;350;0;DOMINGUEZ HERRERA MARIA MELANIA;2;62,8027397260274;3;UGARTE ZEA HARRY BOANERGES;1;38,2704918032787;2; ; ; ; 
5;6;5073500000035;5;7;350;0;ARTEAGA SANDOVAL BETTY ELISA;2;40,9479452054794;2;YARI TENICELA EDGAR WILFRIDO;1;33,3287671232877;2; ; ; ; 
5;6;5073500000036;6;7;350;0;PEREZ ROMERO MANUEL KARL;1;34,2486338797814;2;VILLAGRAN TILUANO LUIS IGNACIO;1;48,2;3; ; ; ; 
5;7;5073500000037;1;7;350;0;PERALTA LEON JOSE STALIN;1;45,441095890411;3;CHIRIBOGA VIVANCO EJNAR RUBEN;1;31,6054794520548;2; ; ; ; 
5;7;5073500000038;2;7;350;0;VASCONEZ ALARCON LEO FERNANDO;1;28,1945205479452;1;ECHEVERRIA ESPINOZA EDWIN AGUSTIN;1;28,9972602739726;1; ; ; ; 
5;7;5073500000039;3;7;350;0;ALVARADO CASTILLO INGRID KATHERINE;2;21,9508196721311;1;PINO SUAREZ ROSA VICENTA;2;38,068306010929;2; ; ; ; 
5;7;5073500000040;4;7;350;0;LASSO MERCHAN FANNY YADIRA;2;31,3780821917808;2;ROMERO SANTIN FATIMA KATIUSKA;2;23,6465753424658;1; ; ; ; 
5;7;5073500000041;5;7;350;0;PALACIOS ALVARADO JINMY RICARDO;1;33,1287671232877;2;VEGA ISQUIERDO FRANCISCO JAVIER;1;46,6448087431694;3; ; ; ; 
5;7;5073500000042;6;7;350;0;ESPINOZA GUAMAN MANUEL ANGEL;1;52,0657534246575;3;MENDOZA SERRANO HERIBERTO WILMER;1;43,0712328767123;2; ; ; ; 
5;10;5073500000043;1;7;350;0;CASTILLO JIMENEZ MIGUEL ANGEL;1;46,3360655737705;3;MINUCHE MERA MAURICIO VLADIMIR;1;33,4849315068493;2; ; ; ; 
5;10;5073500000044;2;7;350;0;SALTOS COELLO GABRIEL CRISTOBAL;1;44,7671232876712;2;CORREA ACOSTA SAIDA DEL PILAR;2;31,9369863013699;2; ; ; ; 
5;10;5073500000045;3;7;350;0;SALINAS BODERO PEDRO DANILO;1;45,5150684931507;3;AREVALO GUZMAN MARLON ERNESTO;1;39;2; ; ; ; 
5;10;5073500000046;4;7;350;0;TAMAYO YAGUAL SONIA LILIANA;2;35,9835616438356;2;VELEZ CHOCO CARMEN MARILU;2;34,7513661202186;2; ; ; ; 
5;10;5073500000047;5;7;350;0;NIOLA MORA BERNALDINA EUFEMIA;2;42,6065573770492;2;TINOCO SANCHEZ SERGIO POLIVIO;1;51,8328767123288;3; ; ; ; 
5;10;5073500000048;6;7;350;0;GALARZA ESPINOZA MARIA MAGDALENA;2;45,7479452054795;3;OCHOA MONTERO NORMA ESPERANZA;2;40,2657534246575;2; ; ; ; 
5;11;5073500000049;1;7;350;0;VANEGAS JAEN JOSE ADALBERTO;1;45,7260273972603;3;ARMIJOS GUAILLAS HILDA MARIA;2;47,4520547945205;3; ; ; ; 
5;11;5073500000050;2;7;350;0;VALAREZO SALINAS MARIA LUISA;2;49,6246575342466;3;MANCHAY ARROBO MARTHA CECILIA;2;43,4904109589041;2; ; ; ; 
5;11;5073500000051;3;7;350;0;YANZA BANDERA GENARO ARIOLFO;1;45,7835616438356;3;ASPIAZU GUAJALA NELSON RODRIGO;1;45,0219178082192;3; ; ; ; 
5;11;5073500000052;4;7;350;0;ORELLANA PINEDA FLOR MELANIA;2;25,6904109589041;1;SANCHEZ ORELLANA ELVIA EMELINA;2;49,6520547945205;3; ; ; ; 
5;11;5073500000053;5;7;350;0;LAINES TACURI XAVIER SEGUNDO;1;30,4453551912568;2;BERRONES GALARZA ALCIDES EFREN;1;42,8493150684931;2; ; ; ; 
5;11;5073500000054;6;7;350;0;VERA ALVAREZ TULIO ENRIQUE;1;51,8630136986301;3;JARAMILLO ZURITA EFREN DAVE;1;28,4684931506849;1; ; ; ; 
5;12;5073500000055;1;7;350;0;CABRERA CUENCA EDGAR RODRIGO;1;40,7972602739726;2;MOREIRA BURGOS WALTER ANTONIO;1;39,2794520547945;2; ; ; ; 
5;12;5073500000056;2;7;350;0;AGUILERA NICHOLE LEONEL PASTOR;1;52,558904109589;3;GUZMAN DARQUEA CARLOS BOLIVAR;1;47,2876712328767;3; ; ; ; 
5;12;5073500000057;3;7;350;0;OROZCO SOLANO CARMEN MERCEDES;2;41,0712328767123;2;GUAYCHA RAMIREZ ALBA DEL ROSARIO;2;46,986301369863;3; ; ; ; 
5;12;5073500000058;4;7;350;0;PALMA ROMERO JENNY FELICIA;2;34,707650273224;2;MONTALVAN FLORES CARMEN LORENA;2;32,2657534246575;2; ; ; ; 
5;12;5073500000059;5;7;350;0;JORDAN UNUZUNGO KLEBER ALFREDO;1;41,2794520547945;2;ORTIZ RODRIGUEZ EDWING RENE;1;33,1890410958904;2; ; ; ; 
5;12;5073500000060;6;7;350;0;JIMENEZ RAMON EDWIN JACK;1;34,344262295082;2;OLLAGUE ROMERO JORGE JHONNY;1;32,0767123287671;2; ; ; ; 
5;15;5073500000061;1;7;350;0;GALLARDO ASANZA ELMER UBALDO;1;50,0765027322404;3;GONZAGA LOAIZA NELSON ARTURO;1;44,6602739726027;2; ; ; ; 
5;15;5073500000062;2;7;350;0;JIMENEZ JIMENEZ GALO EFRAIN;1;46,5874316939891;3;CASTILLO JARAMILLO SANTOS GUILLERMO;1;53,6931506849315;3; ; ; ; 
5;15;5073500000063;3;7;350;0;TOSCANO ILLESCAS SYLVIA NITA;2;50,9616438356164;3;ARRIAGA ARRIAGA MAGALY VIVIANA;2;30,4071038251366;2; ; ; ; 
5;15;5073500000064;4;7;350;0;ROMERO CELI NELLY ESPERANZA;2;53,7643835616438;3;VERA LEON MARIA ANTONIETA;2;43,3534246575342;2; ; ; ; 
5;15;5073500000065;5;7;350;0;ROMERO LAINES ROSENDO APARICIO;1;42,6366120218579;2;VELEZ ARTURO;1;47,4246575342466;3; ; ; ; 
5;15;5073500000066;6;7;350;0;TUSA TUSA CONTARDO GUILLERMO;1;49,3205479452055;3;TINEDO CHIRIBOGA SERGIO PATRICIO;1;25,6246575342466;1; ; ; ; 
5;17;5073500000067;1;7;350;0;NEIRA JARAMILLO HECTOR IGNACIO;1;54,3551912568306;3;AGUILAR LOAIZA MIGUEL ANGEL;1;52,0191780821918;3; ; ; ; 
5;17;5073500000068;2;7;350;0;GRIJALVA ALVAREZ CLEMENCIA CECILIA;2;34,7158469945355;2;RODRIGUEZ MUÑOZ ROGER IVAN;1;46,7841530054645;3; ; ; ; 
5;17;5073500000069;3;7;350;0;BARRENO AZITIMBAY GREGORIA SALOME;2;45,6219178082192;3;RAMIREZ SANDOVAL IRENE MARIA;2;34,775956284153;2; ; ; ; 
5;17;5073500000070;4;7;350;0;LECARO GIL LISBETH JANNINE;2;38,7267759562842;2;VIVANCO CORDOVA LUCIA MARLENE;2;33,1671232876712;2; ; ; ; 
5;17;5073500000071;5;7;350;0;ALVARADO MORALES CARLOS ELADIO;1;50,0655737704918;3;RAMIREZ GUEVARA LUIS VICENTE;1;41,931693989071;2; ; ; ; 
5;17;5073500000072;6;7;350;0;SEGARRA LEON ANGEL POLIVIO;1;35,7643835616438;2;CHIMBO SEGARRA VICENTE ALFREDO;1;42,0983606557377;2; ; ; ; 
5;24;5073500000073;1;7;350;0;ZAMBRANO RICARDO QUERUBIN;1;53,5369863013699;3;VEINTEMILLA LEON ERICK JAVIER;1;20,2602739726027;1; ; ; ; 
5;24;5073500000074;2;7;350;0;ROJAS MAFALDA ESTRELLITA;2;52,1397260273973;3;RAMON NILA INES;2;42,813698630137;2; ; ; ; 
5;24;5073500000075;3;7;350;0;BURBANO JARAMILLO MARIA CRISTINA;2;39,8191780821918;2;VALDIVIEZO MANRIQUE CARLOS EDUARDO;1;38,172131147541;2; ; ; ; 
5;24;5073500000076;4;7;350;0;TORRES CAIZACHANA FREDY FERNANDO;1;31,5232876712329;2;FERNANDEZ PENA FREDY AGUSTIN;1;40,7808219178082;2; ; ; ; 
5;24;5073500000077;5;7;350;0;MINGA ESPINOZA JOFFRE MANUEL;1;26,6311475409836;1;VASQUEZ MOCHA ANA MARIA;2;23,0767123287671;1; ; ; ; 
5;24;5073500000078;6;7;350;0;MENA YUQUILIMA CARLOS DE JESUS;1;64,2191780821918;3;RIOFRIO LEON HOMER ANTONIO;1;38,7131147540984;2; ; ; ; 
5;28;5073500000079;1;7;350;0;BRAVO REQUELME ROLANDO COLON;1;43,2493150684932;2;CALDERON GALLEGOS ANGEL VICENTE;1;49,6383561643836;3; ; ; ; 
5;28;5073500000080;2;7;350;0;NIEVES CAPA ROSA NORMA;2;30,8794520547945;2;HENRIQUEZ HEREDIA INES PAULINA;2;46,3306010928962;3; ; ; ; 
