PROVINCIA_CODIGO,PROVINCIA_NOMBRE,CANTON_CODIGO,CANTON_NOMBRE,PARROQUIA_CODIGO,PARROQUIA_NOMBRE,PARROQUIA_ESTADO
4,CARCHI,5,TULCAN,1885,JULIO ANDRADE,RURAL
2,BOLIVAR,165,GUARANDA,1890,JULIO E MORENO,RURAL
3,CANAR,240,CANAR,1895,DUCUR,RURAL
3,CANAR,240,CANAR,1900,JUNCAL,RURAL
5,COTOPAXI,100,LATACUNGA,1905,JOSEGUANGO BAJO,RURAL
14,MORONA SANTIAGO,595,GUALAQUIZA,1910,EL IDEAL,RURAL
9,GUAYAS,395,YAGUACHI,1915,VIRGEN DE FATIMA,RURAL
13,MANABI,975,PUERTO LOPEZ,1920,SALANGO,RURAL
13,MANABI,440,PORTOVIEJO,1925,CHIRIJOS,RURAL
15,NAPO,620,TENA,1930,TALAG,RURAL
22,ORELLANA,645,FCO.DE ORELLANA,1935,SAN LUIS DE ARMENIA,RURAL
22,ORELLANA,645,FCO.DE ORELLANA,1940,NUEVO PARAISO,RURAL
22,ORELLANA,645,FCO.DE ORELLANA,1945,SAN JOSE DE GUAYUSA,RURAL
22,ORELLANA,725,JOYA DE LOS SACHAS,1950,RUMIPAMBA,RURAL
22,ORELLANA,725,JOYA DE LOS SACHAS,1955,TRES DE NOVIEMBRE,RURAL
22,ORELLANA,725,JOYA DE LOS SACHAS,1960,LAGO SAN PEDRO,RURAL
22,ORELLANA,725,JOYA DE LOS SACHAS,1965,UNION MILAGRENA,RURAL
17,PICHINCHA,85,STO. DGO. DE LOS CLDS,1970,SAN JACINTO DEL BUA,RURAL
7,EL ORO,875,BALSAS,1975,BELLAMARIA,RURAL
13,MANABI,500,EL CARMEN,1980,SAN PEDRO DE SUMA,RURAL
20,GALAPAGOS,805,SANTA CRUZ,1985,SANTA ROSA,RURAL
17,PICHINCHA,85,STO. DGO. DE LOS CLDS,1990,EL ESFUERZO,RURAL
22,ORELLANA,645,FCO.DE ORELLANA,1995,LABACA,RURAL
11,LOJA,295,ZAPOTILLO,2000,BOLASPAMBA,RURAL
7,EL ORO,355,SANTA ROSA,2005,LA AVANZADA,RURAL
4,CARCHI,20,MIRA,2010,LA CONCEPCION,RURAL
19,ZAMORA CHINCHIPE,660,CHINCHIPE,2015,LA CHONTA,RURAL
10,IMBABURA,30,IBARRA,2020,LA ESPERANZA,RURAL
17,PICHINCHA,75,PEDRO MONCAYO,2025,LA ESPERANZA,RURAL
13,MANABI,550,TOSAGUA,2030,ANGEL PEDRO GILER,RURAL
8,ESMERALDAS,561,RIO VERDE,2035,LAGARTO,RURAL
4,CARCHI,15,ESPEJO,2040,LA LIBERTAD,RURAL
17,PICHINCHA,85,STO. DGO. DE LOS CLDS,2045,SANTA MARIA DEL TOACHI,RURAL
7,EL ORO,380,EL GUABO,2050,RIO BONITO,RURAL
17,PICHINCHA,60,QUITO,2055,LA MERCED,RURAL
10,IMBABURA,55,URCUQUI,2060,LA MERCED DE BUENOS AIRES,RURAL
4,CARCHI,10,MONTUFAR,2065,LA PAZ,RURAL
19,ZAMORA CHINCHIPE,665,YACUAMBI,2070,LA PAZ,RURAL
7,EL ORO,365,PASAJE,2075,LA PEANA,RURAL
6,CHIMBORAZO,200,GUANO,2080,LA PROVIDENCIA,RURAL
11,LOJA,325,MACARA,2085,LA RAMA,RURAL
13,MANABI,495,PAJAN,2090,LASCANO,RURAL
21,SUCUMBIOS,640,SUCUMBIOS,2095,LA SOFIA,RURAL
16,PASTAZA,880,SANTA CLARA,2100,SAN JOSE,RURAL
9,GUAYAS,400,DAULE,2105,LAS LOJAS,RURAL
19,ZAMORA CHINCHIPE,660,CHINCHIPE,2110,SAN ANDRES,RURAL
5,COTOPAXI,930,SIGCHOS,2115,LAS PAMPAS,RURAL
11,LOJA,311,OLMEDO,2120,LA TINGUE,RURAL
8,ESMERALDAS,565,ELOY ALFARO,2125,LA TOLA,RURAL
8,ESMERALDAS,785,ATACAMES,2130,LA UNION,RURAL
13,MANABI,470,SANTA ANA,2135,LA UNION,RURAL
11,LOJA,310,PALTAS,2140,LAURO GUERRERO,RURAL
11,LOJA,325,MACARA,2145,LA VICTORIA,RURAL
5,COTOPAXI,105,PUJILI,2150,LA VICTORIA,RURAL
19,ZAMORA CHINCHIPE,655,ZAMORA,2155,LA VICTORIA DE IMBANA,RURAL
6,CHIMBORAZO,195,RIOBAMBA,2160,LICAN,RURAL
6,CHIMBORAZO,195,RIOBAMBA,2165,LICTO,RURAL
21,SUCUMBIOS,720,SHUSHUFINDI,2175,LIMONCOCHA,RURAL
15,NAPO,255,EL CHACO,2180,LINARES,RURAL
10,IMBABURA,30,IBARRA,2185,LITA,RURAL
4,CARCHI,25,BOLIVAR,2205,LOS ANDES,RURAL
18,TUNGURAHUA,155,PATATE,2210,LOS ANDES,RURAL
1,AZUAY,280,SIGSIG,2215,LUDO,RURAL
3,CANAR,235,AZOGUES,2220,LUIS CORDERO,RURAL
8,ESMERALDAS,565,ELOY ALFARO,2225,LUIS VARGAS TORRES,RURAL
7,EL ORO,370,PINAS,2230,LA BOCANA,RURAL
19,ZAMORA CHINCHIPE,670,YANZATZA,2240,LOS ENCUENTROS,RURAL
1,AZUAY,260,CUENCA,2255,LLACAO,RURAL
6,CHIMBORAZO,220,CHUNCHI,2260,LLAGOS,RURAL
17,PICHINCHA,60,QUITO,2265,LLANO CHICO,RURAL
18,TUNGURAHUA,150,BANOS,2270,LLIGUA,RURAL
17,PICHINCHA,60,QUITO,2275,LLOA,RURAL
11,LOJA,305,SARAGURO,2280,LLUZHAPA,RURAL
14,MORONA SANTIAGO,926,TAISHA,2285,MACUMA,RURAL
13,MANABI,975,PUERTO LOPEZ,2305,MACHALILLA,RURAL
16,PASTAZA,685,MERA,2310,MADRE TIERRA,RURAL
2,BOLIVAR,170,CHIMBO,2315,MAGDALENA/CHAPACOTO,RURAL
8,ESMERALDAS,560,ESMERALDAS,2320,MAJUA,RURAL
11,LOJA,300,LOJA,2325,MALACATOS/VALLADOLID,RURAL
17,PICHINCHA,75,PEDRO MONCAYO,2330,MALCHINGUI,RURAL
8,ESMERALDAS,565,ELOY ALFARO,2335,MALDONADO,RURAL
4,CARCHI,5,TULCAN,2340,MALDONADO,RURAL
8,ESMERALDAS,575,QUININDE,2345,MALIMPIA / GUAYLLABAMBA,RURAL
7,EL ORO,360,ZARUMA,2350,MALVAS,RURAL
9,GUAYAS,410,SANTA ELENA,2355,MANGLARALTO,RURAL
11,LOJA,305,SARAGURO,2360,MANU,RURAL
3,CANAR,250,LA TRONCAL,2365,MANUEL J. CALLE,RURAL
18,TUNGURAHUA,145,PILLARO,2375,MARCOS ESPINEL,RURAL
10,IMBABURA,50,PIMAMPIRO,2380,MARIANO ACOSTA,RURAL
1,AZUAY,265,GUALACEO,2385,MARIANO MORENO/CALLASAY,RURAL
9,GUAYAS,420,MILAGRO,2390,MARISCAL SUCRE/HUAQUES,RURAL
8,ESMERALDAS,580,SAN LORENZO,2395,MATAJE,RURAL
6,CHIMBORAZO,225,PENIPE,2400,MATUS,RURAL
11,LOJA,330,PUYANGO,2405,MERCADILLO,RURAL
17,PICHINCHA,770,SAN MIGUEL DE LOS BANCOS,2410,MINDO,RURAL
1,AZUAY,260,CUENCA,2430,MOLLETURO,RURAL
18,TUNGURAHUA,135,AMBATO,2435,MONTALVO,RURAL
8,ESMERALDAS,561,RIO VERDE,2445,MONTALVO / HORQUETA,RURAL
16,PASTAZA,680,PASTAZA,2450,MONTALVO/ANDOAS,RURAL
4,CARCHI,25,BOLIVAR,2455,MONTEOLIVO,RURAL
5,COTOPAXI,120,PANGUA,2460,MORASPUNGO,RURAL
7,EL ORO,370,PINAS,2465,MOROMORO,RURAL
9,GUAYAS,390,GUAYAQUIL,2470,MORRO,RURAL
5,COTOPAXI,110,SALCEDO,2475,MULALILLO,RURAL
5,COTOPAXI,100,LATACUNGA,2480,MULALO,RURAL
6,CHIMBORAZO,215,ALAUSI,2485,MULTITUD,RURAL
5,COTOPAXI,110,SALCEDO,2490,MULLIQUINDIL,RURAL
11,LOJA,335,GONZANAMA,2520,NAMBACOLA,RURAL
17,PICHINCHA,60,QUITO,2525,NANEGAL,RURAL
17,PICHINCHA,60,QUITO,2530,NANEGALITO,RURAL
17,PICHINCHA,60,QUITO,2540,NAYON,RURAL
3,CANAR,245,BIBLIAN,2545,NAZON,RURAL
1,AZUAY,885,NABON,2550,NIEVES,RURAL
13,MANABI,460,24 DE MAYO,2555,NOBOA,RURAL
17,PICHINCHA,60,QUITO,2560,NONO,RURAL
14,MORONA SANTIAGO,595,GUALAQUIZA,2565,NUEVA TARQUI,RURAL
1,AZUAY,260,CUENCA,2570,MULTI /  NULTI,RURAL
11,LOJA,345,SOZORANGA,2575,NUEVA FATIMA,RURAL
1,AZUAY,260,CUENCA,2595,OCTAVIO CORDERO PALACIOS,RURAL
17,PICHINCHA,65,CAYAMBE,2600,OLMEDO/PESILLO,RURAL
5,COTOPAXI,100,LATACUNGA,2620,11 DE NOVIEMBRE,RURAL
11,LOJA,310,PALTAS,2630,ORIANGA,RURAL
17,PICHINCHA,65,CAYAMBE,2635,OTON,RURAL
15,NAPO,255,EL CHACO,2640,OYACACHI,RURAL
8,ESMERALDAS,565,ELOY ALFARO,2670,PAMPANAL DE BOLIVAR,RURAL
10,IMBABURA,55,URCUQUI,2675,PABLO ARENAS,RURAL
1,AZUAY,260,CUENCA,2680,PACCHA,RURAL
17,PICHINCHA,60,QUITO,2690,PACTO,RURAL
11,LOJA,295,ZAPOTILLO,2710,PALETILLAS,RURAL
7,EL ORO,375,ARENILLAS,2715,PALMALES,RURAL
21,SUCUMBIOS,650,PUTUMAYO,2720,PALMA ROJA,RURAL
1,AZUAY,955,SEVILLA DE ORO,2725,PALMAS,RURAL
6,CHIMBORAZO,210,GUAMOTE,2730,PALMIRA,RURAL
3,CANAR,250,LA TRONCAL,2745,PANCHO NEGRO,RURAL
14,MORONA SANTIAGO,925,SAN JUAN BOSCO,2750,PAN DE AZUCAR,RURAL
15,NAPO,620,TENA,2755,PANO,RURAL
5,COTOPAXI,110,SALCEDO,2760,PANZALEO,RURAL
21,SUCUMBIOS,720,SHUSHUFINDI,2765,PANACOCHA,RURAL
15,NAPO,635,QUIJOS,2770,PAPALLACTA,RURAL
18,TUNGURAHUA,135,AMBATO,2775,PASA,RURAL
10,IMBABURA,35,OTAVALO,2785,PATAQUI,RURAL
14,MORONA SANTIAGO,605,SANTIAGO,2795,PATUCA,RURAL
13,MANABI,455,JIPIJAPA,2810,PEDRO PABLO GOMEZ,RURAL
10,IMBABURA,40,COTACACHI,2820,PENAHERRERA,RURAL
17,PICHINCHA,60,QUITO,2825,PERUCHO,RURAL
18,TUNGURAHUA,135,AMBATO,2830,PICAYHUA,RURAL
7,EL ORO,370,PINAS,2850,PIEDRAS,RURAL
17,PICHINCHA,60,QUITO,2855,PIFO,RURAL
18,TUNGURAHUA,135,AMBATO,2860,PILAHUIN,RURAL
5,COTOPAXI,105,PUJILI,2865,PILALO,RURAL
12,LOS RIOS,515,BABAHOYO,2875,PIMOCHA,RURAL
3,CANAR,235,AZOGUES,2885,PINDILIG,RURAL
5,COTOPAXI,120,PANGUA,2890,PINLLOPATA,RURAL
17,PICHINCHA,60,QUITO,2895,PINTAG,RURAL
4,CARCHI,5,TULCAN,2900,PIOTER,RURAL
6,CHIMBORAZO,215,ALAUSI,2905,PISTISHI,RURAL
10,IMBABURA,40,COTACACHI,2915,PLAZA GUTIERREZ/CALVARIO,RURAL
5,COTOPAXI,100,LATACUNGA,2920,POALO,RURAL
17,PICHINCHA,60,QUITO,2925,POMASQUI,RURAL
22,ORELLANA,725,JOYA DE LOS SACHAS,2930,POMPEYA,RURAL
9,GUAYAS,390,GUAYAQUIL,2940,POSORJA,RURAL
18,TUNGURAHUA,145,PILLARO,2945,PRESIDENTE URBINA,RURAL
1,AZUAY,915,CHORDELEG,2950,PRINCIPAL,RURAL
19,ZAMORA CHINCHIPE,660,CHINCHIPE,2955,PUCAPAMBA,RURAL
5,COTOPAXI,825,LA MANA,2965,PUCAYACO,RURAL
13,MANABI,440,PORTOVIEJO,2970,PUEBLO NUEVO,RURAL
6,CHIMBORAZO,225,PENIPE,2975,PUELA,RURAL
17,PICHINCHA,60,QUITO,2980,PUELLARO,RURAL
17,PICHINCHA,60,QUITO,2985,PUEMBO,RURAL
13,MANABI,455,JIPIJAPA,2990,PUERTO CAYO,RURAL
15,NAPO,620,TENA,3000,PUERTO MISAHUALLI,RURAL
21,SUCUMBIOS,650,PUTUMAYO,3005,PUERTO BOLIVAR,RURAL
12,LOS RIOS,530,PUEBLO VIEJO,3015,PUERTO PECHICHE,RURAL
21,SUCUMBIOS,650,PUTUMAYO,3020,PUERTO RODRIGUEZ,RURAL
6,CHIMBORAZO,215,ALAUSI,3025,PUMALLACTA,RURAL
9,GUAYAS,390,GUAYAQUIL,3030,PUNA,RURAL
6,CHIMBORAZO,195,RIOBAMBA,3035,PUNGALA,RURAL
6,CHIMBORAZO,195,RIOBAMBA,3040,PUNIN,RURAL
11,LOJA,335,GONZANAMA,3045,PURUNUMA /EGUIGUREN,RURAL
15,NAPO,620,TENA,3050,PUERTO NAPO,RURAL
16,PASTAZA,680,PASTAZA,3055,POMONA,RURAL
6,CHIMBORAZO,195,RIOBAMBA,3095,QUIMIAG,RURAL
17,PICHINCHA,60,QUITO,3100,QUINCHE,RURAL
1,AZUAY,260,CUENCA,3105,QUINGEO,RURAL
13,MANABI,485,BOLIVAR,3110,QUIROGA,RURAL
10,IMBABURA,40,COTACACHI,3115,QUIROGA,RURAL
18,TUNGURAHUA,135,AMBATO,3120,QUISAPINCHA,RURAL
8,ESMERALDAS,570,MUISNE,3125,QUINGUE,RURAL
12,LOS RIOS,545,VENTANAS,3130,QUINSALOMA,RURAL
5,COTOPAXI,120,PANGUA,3155,RAMON CAMPANA,RURAL
1,AZUAY,265,GUALACEO,3160,REMIGIO CRESPO TORAL,RURAL
1,AZUAY,260,CUENCA,3165,RICAURTE,RURAL
13,MANABI,480,CHONE,3170,RICAURTE,RURAL
12,LOS RIOS,535,URDANETA,3175,RICAURTE,RURAL
16,PASTAZA,680,PASTAZA,3180,RIO CORRIENTES,RURAL
13,MANABI,440,PORTOVIEJO,3185,RIO CHICO,RURAL
18,TUNGURAHUA,150,BANOS,3190,RIO NEGRO,RURAL
16,PASTAZA,680,PASTAZA,3195,RIO TIGRE,RURAL
18,TUNGURAHUA,150,BANOS,3200,RIO VERDE,RURAL
3,CANAR,235,AZOGUES,3210,RIVERA,RURAL
8,ESMERALDAS,561,RIO VERDE,3215,ROCAFUERTE,RURAL
21,SUCUMBIOS,640,SUCUMBIOS,3220,ROSA FLORIDA,RURAL
14,MORONA SANTIAGO,595,GUALAQUIZA,3225,ROSARIO,RURAL
17,PICHINCHA,80,RUMINAHUI,3230,RUMIPAMBA,RURAL
9,GUAYAS,420,MILAGRO,3235,ROBERTO ASTUDILLO,RURAL
14,MORONA SANTIAGO,600,LIMON INDANZA,3250,SAN MIGUEL DE CONCHAY,RURAL
11,LOJA,315,CELICA,3255,SABANILLA,RURAL
19,ZAMORA CHINCHIPE,655,ZAMORA,3260,SABANILLA,RURAL
11,LOJA,325,MACARA,3265,SABIANGO,RURAL
11,LOJA,335,GONZANAMA,3270,SACAPALCA,RURAL
7,EL ORO,690,PORTOVELO,3275,SALATI,RURAL
8,ESMERALDAS,570,MUISNE,3280,SALIMA,RURAL
2,BOLIVAR,165,GUARANDA,3285,SALINAS,RURAL
10,IMBABURA,30,IBARRA,3290,SALINAS,RURAL
6,CHIMBORAZO,200,GUANO,3295,SAN ANDRES,RURAL
18,TUNGURAHUA,145,PILLARO,3300,SAN ANDRES,RURAL
3,CANAR,240,CANAR,3305,SAN ANTONIO,RURAL
10,IMBABURA,30,IBARRA,3315,SAN ANTONIO,RURAL
14,MORONA SANTIAGO,600,LIMON INDANZA,3320,SAN ANTONIO,RURAL
17,PICHINCHA,60,QUITO,3325,SAN ANTONIO,RURAL
7,EL ORO,355,SANTA ROSA,3330,SAN ANTONIO,RURAL
6,CHIMBORAZO,225,PENIPE,3335,SAN ANTONIO DE BAYUSHIG,RURAL
11,LOJA,305,SARAGURO,3340,SAN ANTONIO DE CUMBE,RURAL
11,LOJA,740,QUILANGA,3345,SAN ANTONIO DE LAS ARADAS,RURAL
13,MANABI,480,CHONE,3350,SAN ANTONIO / DEL PELUDO,RURAL
18,TUNGURAHUA,135,AMBATO,3355,SAN BARTOLOME,RURAL
1,AZUAY,280,SIGSIG,3360,SAN BARTOLOME,RURAL
10,IMBABURA,55,URCUQUI,3365,SAN BLAS,RURAL
9,GUAYAS,435,NARANJAL,3370,SAN CARLOS,RURAL
1,AZUAY,275,PAUTE,3375,SAN CRISTOBAL,RURAL
18,TUNGURAHUA,135,AMBATO,3380,SAN FERNANDO,RURAL
8,ESMERALDAS,570,MUISNE,3390,SAN FRANCISCO,RURAL
15,NAPO,635,QUIJOS,3395,SAN FRANCISCO DE BORJA,RURAL
10,IMBABURA,45,ANTONIO ANTE,3400,SAN FCO.DE NATABUELA,RURAL
8,ESMERALDAS,565,ELOY ALFARO,3405,SAN FRANCISCO DE ONZOLE,RURAL
3,CANAR,245,BIBLIAN,3410,SAN FCO. DE SAGEO,RURAL
10,IMBABURA,50,PIMAMPIRO,3415,SAN FRANCISCO DE SIGSIPAMBA,RURAL
14,MORONA SANTIAGO,615,PALORA,3420,SANGAY,RURAL
6,CHIMBORAZO,200,GUANO,3425,SAN GERARDO / PAQUICAHUAN,RURAL
8,ESMERALDAS,570,MUISNE,3430,SAN GREGORIO,RURAL
4,CARCHI,15,ESPEJO,3435,SAN ISIDRO,RURAL
14,MORONA SANTIAGO,590,MORONA,3440,SAN ISIDRO,RURAL
13,MANABI,475,SUCRE,3445,SAN ISIDRO,RURAL
6,CHIMBORAZO,200,GUANO,3450,SAN ISIDRO DE PATULU,RURAL
8,ESMERALDAS,580,SAN LORENZO,3455,SAN JAVIER DE CACHABI,RURAL
1,AZUAY,260,CUENCA,3460,SAN JOAQUIN,RURAL
10,IMBABURA,45,ANTONIO ANTE,3465,SAN JOSE DE CHALTURA,RURAL
8,ESMERALDAS,570,MUISNE,3470,SAN JOSE DE CHAMANGA,RURAL
17,PICHINCHA,60,QUITO,3475,SAN JOSE DE MINAS,RURAL
22,ORELLANA,935,LORETO,3480,SAN JOSE DE PAYAMINO,RURAL
18,TUNGURAHUA,145,PILLARO,3485,SAN JOSE DE POALO,RURAL
10,IMBABURA,35,OTAVALO,3490,SAN JOSE DE QUICHINCHE,RURAL
1,AZUAY,280,SIGSIG,3495,SAN JOSE DE RARANGA,RURAL
2,BOLIVAR,180,CHILLANES,3500,SAN JOSE DE TAMBO,RURAL
1,AZUAY,265,GUALACEO,3505,SAN JUAN,RURAL
12,LOS RIOS,530,PUEBLO VIEJO,3510,SAN JUAN,RURAL
6,CHIMBORAZO,195,RIOBAMBA,3515,SAN JUAN,RURAL
10,IMBABURA,35,OTAVALO,3525,SAN JUAN DE ILUMAN,RURAL
5,COTOPAXI,100,LATACUNGA,3530,SAN JUAN DE PASTOCALLE,RURAL
11,LOJA,315,CELICA,3535,SAN JUAN DE POZUL,RURAL
2,BOLIVAR,165,GUARANDA,3545,SAN LORENZO,RURAL
13,MANABI,450,MANTA,3550,SAN LORENZO,RURAL
11,LOJA,300,LOJA,3555,SAN LUCAS,RURAL
6,CHIMBORAZO,195,RIOBAMBA,3560,SAN LUIS,RURAL
14,MORONA SANTIAGO,605,SANTIAGO,3565,SAN LUIS DEL ACHO,RURAL
8,ESMERALDAS,560,ESMERALDAS,3570,SAN MATEO,RURAL
3,CANAR,235,AZOGUES,3575,SAN MIGUEL,RURAL
14,MORONA SANTIAGO,595,GUALAQUIZA,3580,SAN MIGUEL DE CUYES,RURAL
18,TUNGURAHUA,145,PILLARO,3585,SAN MIGUELITO,RURAL
10,IMBABURA,35,OTAVALO,3590,SAN PABLO,RURAL
2,BOLIVAR,175,SAN MIGUEL,3595,SAN PABLO DE ATENAS,RURAL
11,LOJA,305,SARAGURO,3600,SAN PABLO DE TENTA,RURAL
15,NAPO,700,ARCHIDONA,3605,SAN PABLO DE USHPAYACU,RURAL
11,LOJA,290,CATAMAYO,3610,SAN PEDRO DE LA BENDITA,RURAL
21,SUCUMBIOS,865,GONZALO PIZARRO,3615,PUERTO LIBRE,RURAL
13,MANABI,440,PORTOVIEJO,3625,SAN PLACIDO,RURAL
10,IMBABURA,35,OTAVALO,3630,SAN RAFAEL,RURAL
10,IMBABURA,45,ANTONIO ANTE,3640,SAN ROQUE,RURAL
21,SUCUMBIOS,720,SHUSHUFINDI,3645,SAN ROQUE,RURAL
7,EL ORO,370,PINAS,3650,SAN ROQUE,RURAL
2,BOLIVAR,170,CHIMBO,3655,SAN SEBASTIAN,RURAL
22,ORELLANA,725,JOYA DE LOS SACHAS,3660,SAN SEBASTIAN DE COCA,RURAL
11,LOJA,305,SARAGURO,3665,SAN SEBASTIAN DE YULOG,RURAL
2,BOLIVAR,165,GUARANDA,3670,SAN SIMON,RURAL
4,CARCHI,25,BOLIVAR,3680,SAN VICENTE DE PUSIR,RURAL
1,AZUAY,260,CUENCA,3685,SANTA ANA,RURAL
21,SUCUMBIOS,640,SUCUMBIOS,3690,SANTA BARBARA,RURAL
21,SUCUMBIOS,650,PUTUMAYO,3705,SANTA ELENA,RURAL
2,BOLIVAR,165,GUARANDA,3710,SANTA FE,RURAL
22,ORELLANA,630,AGUARICO,3720,STA. MARIA DE HUIRIRIMA,RURAL
8,ESMERALDAS,580,SAN LORENZO,3725,SANTA RITA,RURAL
18,TUNGURAHUA,135,AMBATO,3730,SANTA ROSA,RURAL
17,PICHINCHA,65,CAYAMBE,3735,STA.ROSA DE CUSUBAMBA,RURAL
9,GUAYAS,435,NARANJAL,3740,SANTA ROSA DE FLANDES,RURAL
15,NAPO,255,EL CHACO,3745,SANTA ROSA DE QUIJOS,RURAL
21,SUCUMBIOS,745,CASCALES,3750,SANTA ROSA DE SUCUMBIOS,RURAL
11,LOJA,815,CHAGUARPAMBA,3755,SANTA RUFINA,RURAL
14,MORONA SANTIAGO,600,LIMON INDANZA,3760,SANTA SUSANA DE CHIVIAZA,RURAL
11,LOJA,340,ESPINDOLA,3765,SANTA TERESITA,RURAL
11,LOJA,300,LOJA,3770,SANTIAGO,RURAL
2,BOLIVAR,175,SAN MIGUEL,3775,SANTIAGO,RURAL
16,PASTAZA,680,PASTAZA,3785,ZARAYACU,RURAL
15,NAPO,255,EL CHACO,3790,SARDINAS,RURAL
1,AZUAY,260,CUENCA,3795,SAYAUSI,RURAL
10,IMBABURA,40,COTACACHI,3800,6 DE JULIO DE CUELLAJE,RURAL
8,ESMERALDAS,565,ELOY ALFARO,3805,SELVA ALEGRE,RURAL
10,IMBABURA,35,OTAVALO,3810,SELVA ALEGRE,RURAL
11,LOJA,305,SARAGURO,3815,SELVA ALEGRE,RURAL
6,CHIMBORAZO,215,ALAUSI,3820,SEVILLA,RURAL
14,MORONA SANTIAGO,590,MORONA,3830,SEVILLA DON BOSCO,RURAL
1,AZUAY,285,SANTA ISABEL,3835,SHAGLLI,RURAL
16,PASTAZA,685,MERA,3840,SHELL,RURAL
6,CHIMBORAZO,215,ALAUSI,3845,SIBAMBE,RURAL
1,AZUAY,260,CUENCA,3850,SIDCAY,RURAL
2,BOLIVAR,165,GUARANDA,3860,SIMIATUG,RURAL
1,AZUAY,260,CUENCA,3870,SININCAY,RURAL
3,CANAR,905,DELEG,3875,SOLANO,RURAL
8,ESMERALDAS,785,ATACAMES,3880,SUA/BOCANA,RURAL
18,TUNGURAHUA,155,PATATE,3885,SUCRE,RURAL
15,NAPO,635,QUIJOS,3890,SUMACO,RURAL
2,BOLIVAR,175,SAN MIGUEL,3900,SAN VICENTE,RURAL
18,TUNGURAHUA,140,PELILEO,3905,SALASACA,RURAL
9,GUAYAS,410,SANTA ELENA,3915,SIMON BOLIVAR,RURAL
14,MORONA SANTIAGO,925,SAN JUAN BOSCO,3920,SAN CARLOS DE LIMON,RURAL
17,PICHINCHA,60,QUITO,3925,TABABELA,RURAL
8,ESMERALDAS,560,ESMERALDAS,3930,TABIAZO,RURAL
11,LOJA,345,SOZORANGA,3935,TACAMOROS,RURAL
8,ESMERALDAS,560,ESMERALDAS,3940,TACHINA,RURAL
3,CANAR,235,AZOGUES,3945,TADAY,RURAL
8,ESMERALDAS,580,SAN LORENZO,3955,TAMBILLO,RURAL
17,PICHINCHA,70,MEJIA,3960,TAMBILLO,RURAL
5,COTOPAXI,100,LATACUNGA,3965,TANICUCHI,RURAL
11,LOJA,300,LOJA,3970,TAQUIL /MIGUEL RIOFRIO,RURAL
9,GUAYAS,425,SAMBORONDON,3975,TARIFA,RURAL
1,AZUAY,260,CUENCA,3980,TARQUI,RURAL
16,PASTAZA,680,PASTAZA,3985,TARQUI,RURAL
9,GUAYAS,435,NARANJAL,3990,TAURA,RURAL
2,BOLIVAR,170,CHIMBO,3995,TELIMBELA,RURAL
7,EL ORO,380,EL GUABO,4000,TENDALES,RURAL
16,PASTAZA,680,PASTAZA,4005,TNTE. HUGO ORTIZ,RURAL
19,ZAMORA CHINCHIPE,655,ZAMORA,4010,TIMBARA,RURAL
5,COTOPAXI,105,PUJILI,4015,TINGO,RURAL
22,ORELLANA,630,AGUARICO,4020,TIPUTINI,RURAL
6,CHIMBORAZO,215,ALAUSI,4030,TIXAN,RURAL
5,COTOPAXI,100,LATACUNGA,4035,TOACAZO,RURAL
4,CARCHI,5,TULCAN,4040,TOBAR DONOSO,RURAL
17,PICHINCHA,75,PEDRO MONCAYO,4045,TOCACHI,RURAL
1,AZUAY,275,PAUTE,4050,TOMEBAMBA,RURAL
8,ESMERALDAS,785,ATACAMES,4055,TONCHIGUE,RURAL
18,TUNGURAHUA,135,AMBATO,4065,TOTORAS,RURAL
4,CARCHI,5,TULCAN,4070,TUFINO,RURAL
8,ESMERALDAS,580,SAN LORENZO,4075,TULULBI /RICAURTE,RURAL
10,IMBABURA,55,URCUQUI,4080,TUMBABIRO,RURAL
17,PICHINCHA,60,QUITO,4085,TUMBACO,RURAL
17,PICHINCHA,75,PEDRO MONCAYO,4090,TUPIGACHI,RURAL
1,AZUAY,260,CUENCA,4095,TURI,RURAL
3,CANAR,245,BIBLIAN,4100,TURUPAMBA,RURAL
19,ZAMORA CHINCHIPE,665,YACUAMBI,4105,TUTUPALI,RURAL
18,TUNGURAHUA,155,PATATE,4110,EL TRIUNFO,RURAL
14,MORONA SANTIAGO,605,SANTIAGO,4115,TAYUZA,RURAL
9,GUAYAS,390,GUAYAQUIL,4120,TENGUEL,RURAL
8,ESMERALDAS,580,SAN LORENZO,4125,URBINA,RURAL
4,CARCHI,5,TULCAN,4130,URBINA,RURAL
18,TUNGURAHUA,150,BANOS,4135,ULBA,RURAL
11,LOJA,305,SARAGURO,4145,URDANETA/PAQUISHAPA,RURAL
11,LOJA,320,CALVAS,4150,UTUANA,RURAL
17,PICHINCHA,70,MEJIA,4155,UYUMBICHO,RURAL
7,EL ORO,365,PASAJE,4160,UZHCURRUMI,RURAL
20,GALAPAGOS,810,ISABELA,4165,TOMAS DE BERLANGA,RURAL
8,ESMERALDAS,565,ELOY ALFARO,4170,TELEMBI,RURAL
10,IMBABURA,40,COTACACHI,4185,VACAS GALINDO,RURAL
19,ZAMORA CHINCHIPE,661,PALANDA,4195,VALLADOLID,RURAL
1,AZUAY,260,CUENCA,4200,VALLE,RURAL
16,PASTAZA,680,PASTAZA,4205,VERACRUZ,RURAL
11,LOJA,330,PUYANGO,4210,VICENTINO,RURAL
