DIGNIDAD_CODIGO;OP_CODIGO;CANDIDATO_CODIGO;CANDIDATO_ORDEN;CANDIDATO_PROVINCIA_CODIGO;CANDIDATO_CANTON_CODIGO;CANDIDATO_PARROQUIA_CODIGO;CANDIDATO_NOMBRE;CANDIDATO_SEXO;CANDIDATO_EDAD_EXACTA;CANDIDATO_GRUPOS_DE_EDAD;SUPLENTE_NOMBRE.1;SUPLENTE_SEXO.1;SUPLENTE_EDAD_EXACTA.1;SUPLENTE_GRUPO_DE_EDAD.1;SUPLENTE_NOMBRE.2;SUPLENTE_SEXO.2;SUPLENTE_EDAD_EXACTA.2;SUPLENTE_GRUPO_DE_EDAD.2
5;17007;5170850000080;2;17;85;0;CARREÑO MACIAS ELISITA ARGENTINA;2;44,6301369863014;2;AVILA ZAMBRANO FRANCISCO FELICIANO;1;56,841095890411;3; ; ; ; 
7;55;7090000000274;4;9;0;0;CHACON MEZA ANGEL ROBERTY;1;53,3753424657534;3;AVILES BARBOTO CARLOS IGNACIO;1;54,207650273224;3; ; ; ; 
5;17;5091250000030;3;9;125;0;CASTRO ANCHUNDIA MARIUXI JOSEFINA;2;29,5698630136986;1;AVILES BURGOS LENNY ROXANA;2;22,4617486338798;1; ; ; ; 
5;10;5094050000029;2;9;405;0;TOMALA ORDONEZ FRANCISCO JAVIER;1;47,6109589041096;3;AVILES CASTILLO MARIANA JESUS;2;35,3890410958904;2; ; ; ; 
3;10;3150000000011;1;15;0;0;ANDY TANGUILA PATRICIO MAXIMILIANO;1;46,724043715847;3;AVILES CHONGO TEODORO MARCELO;1;38,5081967213115;2; ; ; ; 
5;8;5096750000020;2;9;675;0;ARTEAGA SEGURA CESAR OSWALDO;1;41,6356164383562;2;AVILES CORDOVA LUIS XAVIER;1;24,6520547945205;1; ; ; ; 
5;5;5094000000014;2;9;400;0;ALVARADO FERNANDEZ MARJORIE ELIZABETH;2;45,2931506849315;3;AVILES ESPINOZA JUAN CARLOS;1;26,4398907103825;1; ; ; ; 
3;5;3090000000025;1;9;0;0;SANCHEZ CAMPOS WILSON VLADIMIR;1;37,1506849315069;2;AVILES ESPINOZA ROGER SANTIAGO;1;30,8794520547945;2; ; ; ; 
5;12001;5125350000030;3;12;535;0;BENITEZ MOLINA TAIRON HORLANDO;1;42,3387978142077;2;AVILES GARCIA ASUNCION DE JESUS;2;46,4262295081967;3; ; ; ; 
5;9;5208000000017;2;20;800;0;ZAMBRANO LOOR MILTON ENRIQUE;1;43,2465753424658;2;AVILES HUNGRIA FREDDY FERNANDO;1;49,5671232876712;3; ; ; ; 
3;3;3120000000010;2;12;0;0;MENDOZA CERCADO MARIA LUZMILA;2;56,7123287671233;3;AVILES MENDOZA MARIA FERNANDA;2;27,9397260273973;1; ; ; ; 
7;55;7170000000191;9;17;0;0;LARRETA CALVO IVAN FERNANDO;1;53,9153005464481;3;AVILES MOROCHO GONZALO ANTONIO;1;71,8876712328767;4; ; ; ; 
3;9;3090000000055;1;9;0;0;BARREZUETA BECHEREL JOSE TARQUINO;1;60,7123287671233;3;AVILES MUNOZ ENRIQUE SEGUNDO;1;71,5506849315069;4; ; ; ; 
7;5;7150000000008;2;15;0;0;CERDA LOPEZ ONDINA MARIA;2;32,0958904109589;2;AVILES OROZCO FELIX ANIBAL;1;41,9016393442623;2; ; ; ; 
7;6;7120000000024;4;12;0;0;GARCIA CERVANTES MARIA LELIA;2;50,1420765027322;3;AVILES SALAZAR ALBA JACQUELINE;2;44,2767123287671;2; ; ; ; 
5;48;5127500000001;1;12;750;0;KURE YEPEZ HERNAN VICENTE;1;50,0628415300546;3;AVILES VILLAMAR LUCIO SATURNINO;1;47,6739726027397;3; ; ; ; 
5;7;5091250000018;3;9;125;0;TRIVIÑO AVILEZ PEDRO PABLO;1;72,8712328767123;4;AVILEZ ESPINOZA CIRILO ANDRES;1;35,6027397260274;2; ; ; ; 
5;10;5157000000011;1;15;700;0;GREFA CHONGO LIVIO FABIO;1;38,8958904109589;2;AVILEZ NIXON ADOLFO;1;32,4219178082192;2; ; ; ; 
5;48;5145950000002;2;14;595;0;TOLEDO CORREA JUAN MARCO;1;36,3534246575342;2;AWAK TENTETS MARIANA ROSA;2;48,6630136986301;3; ; ; ; 
5;10;5073500000054;6;7;350;0;QUEZADA RAMON FANNY MARTINA;2;30,3907103825137;2;AYALA ARMIJOS GONZALO FRANCISCO;1;42,655737704918;2; ; ; ; 
7;5;7040000000012;3;4;0;0;BENITEZ CISNEROS LAURA TERESA DEL SOCORRO;2;50,4644808743169;3;AYALA BRAVO LORENA JAZMIN;2;32,786301369863;2; ; ; ; 
5;3;5095100000007;1;9;510;0;CAMPOVERDE RUMAZO WASHINGTON ROBERTO;1;36,3424657534247;2;AYALA CONDO LUIS HUMBERTO;1;61,0301369863014;3; ; ; ; 
5;5005;5059300000022;1;5;930;0;ANTE PILAGUANO LORENZO;1;29,9398907103825;1;AYALA CUYO EDUARDO;1;31,0493150684932;2; ; ; ; 
5;5;5097350000015;3;9;735;0;DE LA A YAGUAL MARGARITA PILAR;2;53,3506849315068;3;AYALA FAJARDO MONICA ALEXANDRA;2;30,4781420765027;2; ; ; ; 
5;48;5094200000004;4;9;420;0;NARANJO MIRANDA ERIKA ELIZABETH;2;28,586301369863;1;AYALA FIALLOS EDISON DAVID;1;44,9123287671233;2; ; ; ; 
3;10;3170000000048;3;17;0;0;LAGLA PILATASIG LUIS ALFREDO;1;38,7185792349727;2;AYALA GUAÑUNA JAIME MARCELO;1;39,7452054794521;2; ; ; ; 
5;5005;5051100000025;1;5;110;0;ORTIZ TROYA CARMEN ISABEL;2;56,5041095890411;3;AYALA JARAMILLO TANIA SOLEDAD;2;24,413698630137;1; ; ; ; 
5;4;5073500000019;1;7;350;0;HENRIQUEZ JAIME PATRICIA IVONNE;2;54,4699453551913;3;AYALA LOOR EDUARDO ALFREDO;1;45,3013698630137;3; ; ; ; 
3;4;3210000000006;2;21;0;0;DELGADO MERO RUBEN FERNANDO;1;35,8054794520548;2;AYALA LOPEZ FREDDY ENRIQUE;1;37,6465753424658;2; ; ; ; 
7;10015;7100000000022;1;10;0;0;SALGADO ANDRADE SILVIA BETZABETH;2;45,8524590163934;3;AYALA MORA MIRIAN EUGENIA DEL CARMEN;2;48,6328767123288;3; ; ; ; 
3;55;3170000000068;3;17;0;0;VILLACIS PEREZ ANGEL CUSTODIO;1;69,9398907103825;4;AYALA MORAN JOSE VICENTE;1;69,7698630136986;4; ; ; ; 
5;6;5049950000013;1;4;995;0;MAFLA ROSERO HORACIO MESIAS;1;59,4109589041096;3;AYALA NAZATE SILVIA LORENA;2;28,3808219178082;1; ; ; ; 
5;5;5098700000014;2;9;870;0;RUGEL ANCHUNDIA GENES CELSO;1;52,8821917808219;3;AYALA PEÑA JOSE EDUARDO;1;31,4575342465753;2; ; ; ; 
5;5005;5059300000024;3;5;930;0;QUISHPE ANTE JOSE RAUL;1;32,3835616438356;2;AYALA PILAGUANO MARIA ESTHER;2;20,7753424657534;1; ; ; ; 
5;8;5059300000017;2;5;930;0;CATOTA AYALA JOSE ELIAS;1;30,120218579235;2;AYALA QUISAGUANO MARTHA BEATRIZ;2;20,9945205479452;1; ; ; ; 
3;17007;3170000000076;1;17;0;0;RISUEÑO GARRIDO FAUSTO ALEJANDRO;1;49,4684931506849;3;AYALA QUISHPE MANUEL MARIO;1;48,1890410958904;3; ; ; ; 
5;5;5040050000014;2;4;5;0;VILLARREAL MAFLA ANIBAL GUILLERMO;1;54,4945355191257;3;AYALA TAPIA ANA DEL ROSARIO;2;29,948087431694;1; ; ; ; 
5;5;5021750000011;2;2;175;0;BARRAGAN MORETA MARCELA DEL ROCIO;2;37,2767123287671;2;AYALA VELASCO DAVID BENJAMIN;1;30,7890410958904;2; ; ; ; 
5;16;5061950000064;4;6;195;0;GUAYPACHA CAIZA MARTHA MARGOTH;2;30,1502732240437;2;AYALA VIMOS MAYRA ALEXANDRA;2;21,586301369863;1; ; ; ; 
5;4;5134400000019;1;13;440;0;MENDOZA MENENDEZ OSCAR VICENTE;1;46,3005464480874;3;AYALA VITERI NATASCHA LILIAM;2;44,7287671232877;2; ; ; ; 
5;8;5062250000017;2;6;225;0;BALDEON ROSERO ANGEL CUSTODIO;1;39,8712328767123;2;AYERVE ROSERO WILSON RAMIRO;1;30,1448087431694;2; ; ; ; 
5;48;5147950000001;1;14;795;0;WAMPUTSRIK KATAN ANTICH EFREN;1;33,3698630136986;2;AYLLON MEJIA ANGEL NORBERTO;1;31,8712328767123;2; ; ; ; 
5;3;5094150000008;2;9;415;0;TRIVIÑO ARELLANO ROSA ESTHER;2;21,7950819672131;1;AYLUARDO LARA CARLOS FRANCISCO;1;36,2383561643836;2; ; ; ; 
5;17016;5170600000126;7;17;60;0;OSORIO AVILES ROSSANA LUCRECIA;2;58,1366120218579;3;AYMACAÑA NELSON;1;59,5890410958904;3; ; ; ; 
5;48;5062100000002;2;6;210;0;CHACHA CAJILEMA JAIME ALONSO;1;36,9479452054794;2;AYOL APUGLLON MARIA TRANSITO;2;28,5972602739726;1; ; ; ; 
5;8;5012600000044;2;1;260;0;GUZMAN RODRIGUEZ LIZIMACO DIMAS;1;59,558904109589;3;AYORA JIMENEZ JOSE FERNANDO;1;32,9205479452055;2; ; ; ; 
7;4;7090000000068;14;9;0;0;DELGADO LOOR ROSY MARGARITA;2;36,3232876712329;2;AYOVI MOSQUERA RITA MARLENE;2;43,7068493150685;2; ; ; ; 
5;48;5085650000002;2;8;565;0;CHUMO MACIAS ALBA MARIA;2;54,0956284153005;3;AYOVI NAZARENO PABLA JESUS;2;24,6219178082192;1; ; ; ; 
5;11003;5113250000025;1;11;325;0;HIDALGO JARAMILLO EDITH MARLENE;2;37,3917808219178;2;AZANZA TINOCO FREDDY EDUARDO;1;42,6584699453552;2; ; ; ; 
5;5;5021650000014;2;2;165;0;GARCIA GARCIA GRAY NATALY;2;32,6438356164384;2;AZAS GUAYANLEMA MERCEDES YOLANDA;2;33,7479452054795;2; ; ; ; 
7;5;7090000000077;5;9;0;0;MARQUES GUTIERREZ MARIELISA;2;25,7123287671233;1;AZIN ARCE ELEANA RAFFAELLA;2;42,7945205479452;2; ; ; ; 
5;4;5217450000004;2;21;745;0;REYES MORENO MONICA MERCEDES;2;23,1780821917808;1;AZOGUE TASGACHO CARMEN ORFELINA;2;56,0849315068493;3; ; ; ; 
5;4;5113110000010;1;11;311;0;ESPINOSA RIOS MARCO ARTURO;1;61,5671232876712;3;AZUERO BRAVO DIGNA MERCEDES;2;39,0630136986301;2; ; ; ; 
5;3;5093900000020;6;9;390;0;DELGADO MORALES IVONNE ESTEFANIA;2;23,386301369863;1;BACILIO VILLON ROXANA SOLEDAD;2;23,813698630137;1; ; ; ; 
7;3;7090000000053;17;9;0;0;MONCAYO MORAN LEOPOLDO REINERIO;1;51,6520547945205;3;BACILIO VILLON VICTOR BENITO;1;27,4904109589041;1; ; ; ; 
5;10;5094350000026;2;9;435;0;RUMBEA ONOFRE NICANOR ENRIQUE;1;42,7622950819672;2;BACULIMA BORBOR MONICA DEL ROSARIO;2;29,2712328767123;1; ; ; ; 
5;5;5134450000008;2;13;445;0;ZAMBRANO MENDOZA WILPE JAMIL;1;41,0082191780822;2;BACUSOY ESPINOZA WLADIMIR MANUEL;1;36,3753424657534;2; ; ; ; 
5;55;5100450000027;3;10;45;0;DE LA TORRE RAMOS DELIA TERESA;2;36,9972602739726;2;BAEZ ESPINOSA CESAR ANTONIO;1;40,3917808219178;2; ; ; ; 
3;9;3040000000015;1;4;0;0;GOYES PUETATE CLEMENTE BAYARDO;1;45,5808219178082;3;BAEZ MENDEZ JAVIER BAYARDO;1;36,372602739726;2; ; ; ; 
5;18011;5181450000030;3;18;145;0;CAMPAÑA CARRILLO SANDRA ISABEL;2;25,8469945355191;1;BAEZ MOYA MICHELLE FERNANDA;2;24,7150684931507;1; ; ; ; 
5;6;5177700000009;3;17;770;0;ALTAMIRANO BERMEO JULIO REMIGIO;1;43,5150684931507;2;BAEZ PORTILLA JOSE EUCLIDES;1;62,5819672131148;3; ; ; ; 
7;6006;7060000000049;1;6;0;0;MURILLO ILBAY MARCO RAMIRO;1;36,0383561643836;2;BAGUA BUNAY PEDRO;1;45,358904109589;3; ; ; ; 
5;56;5062050000029;2;6;205;0;NAULA ANILEMA LORENZO;1;53,6438356164384;3;BAGUA VENDOVAL PEDRO;1;40,958904109589;2; ; ; ; 
5;3;5085610000004;1;8;561;0;FLORES SOLIS WASHINGTON;1;34,3387978142077;2;BAGUI BAGUI ELPIS;1;52,0904109589041;3; ; ; ; 
5;6;5132300000015;3;13;230;0;RIVADENEIRA CUADROS TELMO JULIO CESAR;1;35,3232876712329;2;BAILON BLANCA MARIANA DE JESUS;2;51,0712328767123;3; ; ; ; 
5;3;5093850000008;2;9;385;0;SABANDO CEDENO BLANCA NIEVE;2;31,1095890410959;2;BAILON MACIAS DAMARIS GABRIELA;2;23,6383561643836;1; ; ; ; 
5;5;5134460000012;3;13;446;0;MERO ANCHUNDIA HUGO WASHINGTON;1;37,2191780821918;2;BAILON PICO EDGAR JOHAN;1;39,7643835616438;2; ; ; ; 
5;48;5098700000003;3;9;870;0;MORA BOHORQUEZ PABLO MANUEL;1;50,7917808219178;3;BAJAÑA FAJARDO GREY MONSERRATE;2;32,8739726027397;2; ; ; ; 
3;8;3170000000042;2;17;0;0;PONCE CACAO CARMEN BLANCA;2;54,327868852459;3;BAJAÑA MOSQUERA MARTHA SUSANA;2;59,2821917808219;3; ; ; ; 
5;5;5181500000012;3;18;150;0;VILLAFUERTE ARIAS SARA ALEXANDRA;2;34,9205479452055;2;BAJAÑA ORTIZ NIXON ENRIQUE;1;36,1424657534247;2; ; ; ; 
5;4;5094000000009;1;9;400;0;CAÑIZARES VILLAMAR WILSON FIDEL;1;45,0958904109589;3;BAJAÑA REYES GALO FRANCISCO;1;50,2459016393443;3; ; ; ; 
5;7;5099860000017;2;9;986;0;HINOJOSA PIGUAVE ESPERANZA ZORAIDA;2;24,827397260274;1;BAJAÑA SAMBRANO JESSICA CECILIA;2;32,9342465753425;2; ; ; ; 
5;1;5125300000006;3;12;530;0;TERNOZ MAGALLON ANA MARIA;2;50,5;3;BAJAÑA TERNOZ DANNY MANUEL;1;24,7424657534247;1; ; ; ; 
7;51;7090000000202;4;9;0;0;MORALES YEPEZ ANGELA BENITA;2;25,7780821917808;1;BAJAÑA ZAMBRANO RUTH ARMENIA;2;36,4575342465753;2; ; ; ; 
3;48;3010000000004;4;1;0;0;CHAMBA SANCHO SILVIO GERARDO;1;48,0876712328767;3;BALAREZO HERNANDEZ JOSE ARCESIO;1;61,0109589041096;3; ; ; ; 
5;9;5012600000052;3;1;260;0;MENDEZ ROJAS ADRIANA PAOLA;2;27,3643835616438;1;BALAREZO QUINTERO PABLO ANDRES;1;25,0958904109589;1; ; ; ; 
5;8;5073750000024;3;7;375;0;RIVERA MUNOZ MORAYMA ELIZABETH;2;38,9424657534247;2;BALCAZAR BRAVO BRIGITTE JACQUELINE;2;42,4125683060109;2; ; ; ; 
5;8;5073500000043;1;7;350;0;JIMENEZ JIMENEZ GALO EFRAIN;1;50,5737704918033;3;BALCAZAR BRAVO LUIS ALBERTO;1;39,7150684931507;2; ; ; ; 
5;48;5073650000002;2;7;365;0;CHAMBA CHAMBA LUZ AMERICA;2;44,3808219178082;2;BALCAZAR BUSTAMANTE VICTOR HUGO;1;49,5287671232877;3; ; ; ; 
5;5;5012600000027;6;1;260;0;BRAVO VIDAL OSCAR ALEJANDRO;1;70,0409836065574;4;BALCAZAR CAMPOVERDE GONZALO LUIS;1;29,7260273972603;1; ; ; ; 
5;11001;5113000000066;1;11;300;0;MEDINA LOZANO JUAN IGNACIO;1;39,9698630136986;2;BALCAZAR CUMBICUS LUIS GEOVANNY;1;32,1013698630137;2; ; ; ; 
3;62;3070000000045;1;7;0;0;MENENDEZ CEVALLOS MARIANA JACQUELINE;2;25,7534246575342;1;BALCAZAR GARCIA MARIA DE JESUS;2;59,1671232876712;3; ; ; ; 
5;56;5134750000027;3;13;475;0;FIERRO FIGARI FLORA PAULINA;2;40,1424657534247;2;BALDA CEDENO BOLIVAR JULIAN;1;46,1448087431694;3; ; ; ; 
7;5;7090000000090;18;9;0;0;ALMEIDA DELGADO TARYN ZULEIKA;2;33,6027397260274;2;BALLADARES BELTRAN TERESA ALEXANDRA;2;43,8164383561644;2; ; ; ; 
5;4;5058250000009;3;5;825;0;NUÑEZ IZA MARIA PAULINA;2;31,3150684931507;2;BALLADARES GRAZZO JULIO ALFREDO;1;54,2158469945355;3; ; ; ; 
7;17;7090000000256;4;9;0;0;ZUÑIGA FERZAND KATIUSKA DALILA;2;55,0958904109589;3;BALLADARES MACIAS ESTHER NARCISA;2;40,4027397260274;2; ; ; ; 
3;62;3070000000047;3;7;0;0;ROBLES DIAZ YADIRA MARICELA;2;31,6712328767123;2;BALLADOLID CANAR ANGEL HERNAN;1;40,7205479452055;2; ; ; ; 
5;71;5085600000031;1;8;560;0;CASTILLO DIAZ CARLOS ANDRES;1;46,724043715847;3;BALLESTEROS ARROYO MARTHA YANEL;2;34,2131147540984;2; ; ; ; 
5;10;5085600000045;5;8;560;0;BONE MOSQUERA ROSARIO EVELINA;2;28,5534246575342;1;BALLESTEROS GASPAR JUAN ALBERTO;1;35,8767123287671;2; ; ; ; 
7;5;7200000000006;2;20;0;0;HERNANDEZ ARIZAGA CESAR AURELIO;1;65,9562841530055;4;BALLESTEROS JIMENES HECTOR FERNANDO;1;42,841095890411;2; ; ; ; 
5;6;5208000000013;1;20;800;0;FREIRE ESCARABAY ZENAIDA MARIELA;2;31,6630136986301;2;BALLESTEROS LEON JUAN GABRIEL;1;26,3032786885246;1; ; ; ; 
5;6;5099400000017;2;9;940;0;MORAN MARTILLO PASCUAL;1;67,5205479452055;4;BALOIS PAYE JULIA VICTORIA;2;51,4164383561644;3; ; ; ; 
5;7;5094050000021;3;9;405;0;PINCAY ZAMBRANO JOSE TOBIAS;1;44,3479452054795;2;BALON TIGRERO ADOLFO DANIEL;1;47,0493150684932;3; ; ; ; 
5;6;5051150000009;3;5;115;0;MENA MARTINEZ NANCY GENOVEVA;2;27,2054794520548;1;BALSECA BARROS DIEGO JAVIER;1;31,2986301369863;2; ; ; ; 
5;51;5097150000027;3;9;715;0;LARREA FLAVIO ANTONIO;1;64,2082191780822;3;BALSECA MACIAS SARA ISABEL;2;46,5300546448087;3; ; ; ; 
5;8;5099850000017;2;9;985;0;RIVERA OROZCO AYDA ISABEL;2;42,224043715847;2;BALSECA MOLINA SERVIA SUSANA;2;32,9123287671233;2; ; ; ; 
5;8;5062250000018;3;6;225;0;MERINO BARRIGA JOSE MARCIONILO;1;38,1256830601093;2;BALSECA VILLAVICENCIO ROSA ELENA;2;52,7671232876712;3; ; ; ; 
5;8;5098700000021;3;9;870;0;MACIAS PIGUABE ITALO WILFRIDO;1;32,9643835616438;2;BANCHON BUENO MARITZA DEL ROCIO;2;36,4958904109589;2; ; ; ; 
7;8;7180000000028;4;18;0;0;LOPEZ LAURA SONNIA MARGARITA;2;26,2431693989071;1;BANDA SANTAMARIA OLGA MARINA;2;60,8328767123288;3; ; ; ; 
3;8;3050000000021;3;5;0;0;MUÑOZ YAGUAL GERMAN WILFRIDO;1;61,7178082191781;3;BANDA YANEZ ZOILA MAGDALENA;2;47,8164383561644;3; ; ; ; 
7;10;7010000000041;1;1;0;0;CABRERA FAJARDO SEGUNDO CESAR;1;51,3041095890411;3;BANDERAS REYES RAUL MARCO;1;55,6191780821918;3; ; ; ; 
3;3;3170000000012;2;17;0;0;GORDON GONZALEZ CARLOS IVAN;1;48,0794520547945;3;BANGUERA GUDINO WILSON WILFRIDO;1;37,5945205479452;2; ; ; ; 
5;5;5216250000010;1;21;625;0;ROJAS CASTILLO TONI JOSE;1;48,627397260274;3;BANGUERA VICENTE;1;55,5479452054795;3; ; ; ; 
5;8;5021650000028;4;2;165;0;TOAPANTA YUMISEBA ANGEL GONZALO;1;59,1780821917808;3;BAÑOS ACERO KATERINE DEL ROCIO;2;22,6748633879781;1; ; ; ; 
7;6;7020000000014;2;2;0;0;CALERO NAVAS MARCELO XAVIER;1;30,6284153005464;2;BAÑOS CASCO NATIVIDAD CORALIA;2;46,3169398907104;3; ; ; ; 
5;1;5094000000008;4;9;400;0;CAMBA LEON MARIA ELIZABETH;2;41,3041095890411;2;BAQUE ALVARADO JESSICA AUXILIADORA;2;29,3945205479452;1; ; ; ; 
5;56;5094100000063;3;9;410;0;ALEJANDRO VERA MELCHOR AUGUSTO;1;66,7732240437158;4;BAQUE CONFORME FAUSTO ALCIBIADES;1;46,0655737704918;3; ; ; ; 
5;1;5134500000009;4;13;450;0;ORELLANA CEDEÑO IGNACIA FLORESLINDA;2;34,207650273224;2;BAQUE MOREIRA HUMBERTO KLEBER;1;42,1311475409836;2; ; ; ; 
5;71;5134950000014;2;13;495;0;ROSALES POVEDA DENISSE MARIA;2;43,6876712328767;2;BAQUE MUNIZ GLENDA MAGALY;2;24,4493150684931;1; ; ; ; 
5;11;5134550000029;2;13;455;0;TOALA VASQUEZ SONIA DEL CARMEN;2;48,2465753424658;3;BAQUE PINCAY MARINA ISABEL;2;53,3260273972603;3; ; ; ; 
5;9;5093900000064;1;9;390;0;ITURRALDE NUNEZ GUSTAVO ALBERTO;1;60,0821917808219;3;BAQUE RODRIGUEZ JOHNNY KLEBER;1;47,9013698630137;3; ; ; ; 
5;17016;5178960000028;1;17;896;0;DELGADO FARIAS RITA EVELINA;2;45,9262295081967;3;BAQUE ULPIANO UNGER;1;51,6876712328767;3; ; ; ; 
3;6;3180000000012;3;18;0;0;FONSECA VILLACIS GUILLERMO DAVID;1;28,0246575342466;1;BAQUERIZO BAILON RAQUEL LICENIA;2;32,3123287671233;2; ; ; ; 
7;17;7090000000264;12;9;0;0;GUERRERO CARRASCO MARTHA JAROSLAVA;2;40,0821917808219;2;BAQUERIZO LOPEZ KATHERINE AUXILIADORA;2;28,9452054794521;1; ; ; ; 
5;5;5098350000015;3;9;835;0;FRUTUOSO JIMENEZ CENAIDA PETRA;2;38,4043715846995;2;BAQUERIZO PIEDRAHITA ARACELY EDITH;2;49,2246575342466;3; ; ; ; 
7;48;7090000000009;9;9;0;0;NUÑEZ FIGUEROA IVONNE ELIZABETH;2;39,6054794520548;2;BAQUERIZO STAGG OTTON MANUEL;1;50,8383561643836;3; ; ; ; 
5;48;5093950000003;3;9;395;0;SUAREZ ALVARADO LICER IRALDO;1;25,8551912568306;1;BAQUERIZO VILLAMAR NORMA MARICELLA;2;32,0821917808219;2; ; ; ; 
5;7;5094050000020;2;9;405;0;MOREJON ALVAREZ CARMEN ELIZABETH;2;54,3360655737705;3;BAQUERO ARGANDONA EVA JULLIET;2;23,5452054794521;1; ; ; ; 
5;3;5099650000008;2;9;965;0;TOMALA ROSALES JOSUE ALBERTO;1;23,7041095890411;1;BAQUERO BRITO GLADYS ELENA;2;24,6356164383562;1; ; ; ; 
5;3;5170800000005;2;17;80;0;DE LA TORRE TORRES NANCY FABIOLA;2;51,0328767123288;3;BAQUERO LOZANO PAULINA DEL CARMEN;2;44,0849315068493;2; ; ; ; 
5;56;5113150000019;1;11;315;0;REY URENA AMILCAR ERASMO;1;39,8876712328767;2;BARAHONA CONDO YAQUELINE DEL CISNE;2;40,2219178082192;2; ; ; ; 
5;4;5127500000008;2;12;750;0;SEVILLANO CARRANZA AURA MARCELA;2;28,9342465753425;1;BARAHONA RIVAS CELESTE GRACIELA;2;43,8493150684931;2; ; ; ; 
5;9;5012750000016;1;1;275;0;GOMEZ VASCONEZ LUIS VICENTE;1;45,9180327868852;3;BARAHONA RIVERA LUCAS EFRAIN;1;27,9808219178082;1; ; ; ; 
5;6;5032400000012;3;3;240;0;ANDRADE ALVARADO JOSE RICARDO;1;22,841095890411;1;BARAHONA SANTANDER JORGE LUIS;1;21,4712328767123;1; ; ; ; 
5;3;5100400000006;3;10;40;0;MONTENEGRO MORALES MARTHA MARIBEL;2;34,2704918032787;2;BARBA AYALA JESSY VERONICA;2;31,8931506849315;2; ; ; ; 
3;5;3160000000005;1;16;0;0;MEZA ARCOS PACO EDMUNDO;1;52,4876712328767;3;BARBA CHAVEZ ELSA LIVIA;2;47,1260273972603;3; ; ; ; 
7;4;7190000000003;1;19;0;0;DELGADO TELLO MARIETA BOLIVIA;2;51,1753424657534;3;BARBA HERRERA DIEGO MANUEL;1;27,841095890411;1; ; ; ; 
5;8;5019900000013;1;1;990;0;LOJA JUCA JUAN GERARDO;1;38,4945355191257;2;BARBA LUIS GERMAN;1;50,7841530054645;3; ; ; ; 
5;71;5061950000031;1;6;195;0;FREIRE ALVAREZ FAUSTO ANIBAL;1;37,5452054794521;2;BARBA PINO DANIEL PACIFICO;1;45,2931506849315;3; ; ; ; 
5;1;5099650000006;3;9;965;0;MEJIA SANTOS JUANA EDITH;2;38,6420765027322;2;BARBERAN RUIZ CYNTHIA BEATRIZ;2;35,6520547945205;2; ; ; ; 
5;8;5134800000037;2;13;480;0;CANDELA PINARGOTE MARIA ROSITA;2;37,4904109589041;2;BARBERAN VERA LUIS ALFREDO;1;49,158904109589;3; ; ; ; 
5;8;5125400000031;1;12;540;0;PALACIOS ALVAREZ ALFONSO NICANOR;1;68,758904109589;4;BARCO PRADO NESTOR ALBERTO;1;35,3561643835616;2; ; ; ; 
5;12003;5125150000030;5;12;515;0;VALLEJO TORRES MARYORIE BEATRIZ;2;26,5983606557377;1;BARCO RAMIREZ BRENDA MARIELLA;2;28,4904109589041;1; ; ; ; 
5;56;5132300000024;3;13;230;0;DELGADO ORELLANA NEWTON JOSE REMIGIO;1;44,9068493150685;2;BARCO SABANDO WASHINGTON NEURIO;1;35,5890410958904;2; ; ; ; 
5;8;5094300000024;3;9;430;0;GOMEZ ZAMBRANO MARIA GEORGINA;2;57,4575342465753;3;BARCOS VILLAMAR LELYS MAGALY;2;29,4986301369863;1; ; ; ; 
7;4;7090000000063;9;9;0;0;RAMIREZ ORELLANA RAUL HILARIO;1;58,8602739726027;3;BARONA MOREY GABRIEL FERNANDO;1;36,0383561643836;2; ; ; ; 
7;71;7180000000021;1;18;0;0;CALLEJAS CHIRIBOGA SIXTO GONZALO;1;62,6010928961749;3;BARONA VILLAFUERTE MARIO FERNANDO;1;35,9095890410959;2; ; ; ; 
5;6;5021750000013;1;2;175;0;VELOZ CAMINOS WILIAN JAVIER;1;38,1693989071038;2;BARRAGAN BARRAGAN MARIA DE LOURDES;2;23,5095890410959;1; ; ; ; 
5;4;5021850000007;1;2;185;0;RIERA PONCE CARLOS HUGO;1;55,6520547945205;3;BARRAGAN BONILLA DOUGLAS RODOLFO;1;55,3917808219178;3; ; ; ; 
5;3;5021650000008;4;2;165;0;RENDON GUERRERO EMMA LUCILA;2;30,344262295082;2;BARRAGAN GARCIA MARCIA CARMITA;2;41,4520547945205;2; ; ; ; 
5;5;5051200000007;1;5;120;0;ESPIN ORTIZ ENRIQUE EDMUNDO;1;49,4657534246575;3;BARRAGAN ORTEGA LUIS ELEUTERIO;1;39,1534246575342;2; ; ; ; 
7;9002;7090000000292;4;9;0;0;DUMANI TORRES VICTOR MANUEL;1;49,1534246575342;3;BARRAGAN PARRAGA ANGEL CESAR;1;46,841095890411;3; ; ; ; 
5;10;5021650000035;3;2;165;0;TARIS NARANJO MARIA TERESA;2;40,9917808219178;2;BARRAGAN QUISHPE EDISON GEOVANNY;1;35,0547945205479;2; ; ; ; 
5;4;5216260000006;2;21;626;0;IMAICELA TORRES MARIA CATALINA;2;40,0986301369863;2;BARRAGAN ROMERO VIOLETA EUDELIA;2;31,7150684931507;2; ; ; ; 
